name,time,DRB.UEThpDl,DRB.UEThpUl,PEE.AvgPower,PEE.Energy,QosFlow.TotPdcpPduVolumeDl,QosFlow.TotPdcpPduVolumeUl,RRC.ConnMax,RRC.ConnMean,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,RRU.PrbUsedDl,RRU.PrbUsedUl,Viavi.Cell.Name,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.GnbDuId,Viavi.NrCgi,Viavi.NrPci,Viavi.PEE.EnergyEfficiency,Viavi.QoS.Score,Viavi.Radio.antennaType,Viavi.Radio.azimuth,Viavi.Radio.power,_FrameCnt,_Ns3FrameCnt
CellReports,1684158889955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4116,4116
CellReports,1684158889955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,4,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,74,0,0,33,4116,4116
CellReports,1684158889955000000,0.05000000074505806,0.05000000074505806,0,0,50,50,2,1,273,273,50,50,139,139,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4116,4116
CellReports,1684158889955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4116,4116
CellReports,1684158889955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4116,4116
CellReports,1684158888954000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4115,4115
CellReports,1684158888954000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4115,4115
CellReports,1684158888954000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,5,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,55,0,0,33,4115,4115
CellReports,1684158888954000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4115,4115
CellReports,1684158888954000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4115,4115
CellReports,1684158888954000000,0.05000000074505806,0.05000000074505806,0,0,50,50,2,1,273,273,50,50,139,139,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4115,4115
CellReports,1684158887955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4114,4114
CellReports,1684158887955000000,0.05000000074505806,0.05000000074505806,0,0,50,50,2,1,273,273,50,50,139,139,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4114,4114
CellReports,1684158887955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,5,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,55,0,0,33,4114,4114
CellReports,1684158887955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4114,4114
CellReports,1684158887955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4114,4114
CellReports,1684158887955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4114,4114
CellReports,1684158886955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4113,4113
CellReports,1684158886955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4113,4113
CellReports,1684158886955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,5,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,55,0,0,33,4113,4113
CellReports,1684158886955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4113,4113
CellReports,1684158886955000000,0.05000000074505806,0.05000000074505806,0,0,50,50,2,1,273,273,50,50,139,139,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4113,4113
CellReports,1684158886955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4113,4113
CellReports,1684158885955000000,0.05000000074505806,0.05000000074505806,0,0,50,50,2,1,273,273,50,50,139,139,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4112,4112
CellReports,1684158885955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4112,4112
CellReports,1684158885955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,5,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,55,0,0,33,4112,4112
CellReports,1684158885955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4112,4112
CellReports,1684158885955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4112,4112
CellReports,1684158885955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4112,4112
CellReports,1684158884955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4111,4111
CellReports,1684158884955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4111,4111
CellReports,1684158884955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,5,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,55,0,0,33,4111,4111
CellReports,1684158884955000000,0.05000000074505806,0.05000000074505806,0,0,50,50,2,1,273,273,50,50,139,139,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4111,4111
CellReports,1684158884955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4111,4111
CellReports,1684158884955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4111,4111
CellReports,1684158883955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4110,4110
CellReports,1684158883955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4110,4110
CellReports,1684158883955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,5,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,55,0,0,33,4110,4110
CellReports,1684158883955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4110,4110
CellReports,1684158883955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4110,4110
CellReports,1684158883955000000,0.05000000074505806,0.05000000074505806,0,0,50,50,2,1,273,273,50,50,139,139,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4110,4110
CellReports,1684158882954000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4109,4109
CellReports,1684158882954000000,0.05000000074505806,0.05000000074505806,0,0,50,50,2,1,273,273,50,50,139,139,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4109,4109
CellReports,1684158882954000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,4,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,74,0,0,33,4109,4109
CellReports,1684158882954000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4109,4109
CellReports,1684158882954000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4109,4109
CellReports,1684158882954000000,0.05000000074505806,0.05000000074505806,0,0,50,50,7,1,273,273,50,50,139,139,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4109,4109
CellReports,1684158881955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4108,4108
CellReports,1684158881955000000,0.05000000074505806,0.05000000074505806,0,0,50,50,7,1,273,273,50,50,139,139,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4108,4108
CellReports,1684158881955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,4,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,74,0,0,33,4108,4108
CellReports,1684158881955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4108,4108
CellReports,1684158881955000000,0.05000000074505806,0.05000000074505806,0,0,50,50,2,1,273,273,50,50,139,139,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4108,4108
CellReports,1684158881955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4108,4108
CellReports,1684158880955000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4107,4107
CellReports,1684158880955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4107,4107
CellReports,1684158880955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,5,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,55,0,0,33,4107,4107
CellReports,1684158880955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4107,4107
CellReports,1684158880955000000,0.05000000074505806,0.05000000074505806,0,0,50,50,7,1,273,273,50,50,139,139,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4107,4107
CellReports,1684158880955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4107,4107
CellReports,1684158879958000000,0.05000000074505806,0.05000000074505806,0,0,50,50,7,1,273,273,50,50,139,139,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4106,4106
CellReports,1684158879958000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4106,4106
CellReports,1684158879958000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,5,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,55,0,0,33,4106,4106
CellReports,1684158879958000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4106,4106
CellReports,1684158879958000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4106,4106
CellReports,1684158879958000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4106,4106
CellReports,1684158878956000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4105,4105
CellReports,1684158878956000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4105,4105
CellReports,1684158878956000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,5,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,55,0,0,33,4105,4105
CellReports,1684158878956000000,0.05000000074505806,0.05000000074505806,0,0,50,50,7,1,273,273,50,50,139,139,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4105,4105
CellReports,1684158878956000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4105,4105
CellReports,1684158878956000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4105,4105
CellReports,1684158877955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4104,4104
CellReports,1684158877955000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4104,4104
CellReports,1684158877955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,6,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,44,0,0,33,4104,4104
CellReports,1684158877955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4104,4104
CellReports,1684158877955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4104,4104
CellReports,1684158877955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4104,4104
CellReports,1684158876955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4103,4103
CellReports,1684158876955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4103,4103
CellReports,1684158876955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,6,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,44,0,0,33,4103,4103
CellReports,1684158876955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4103,4103
CellReports,1684158876955000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4103,4103
CellReports,1684158876955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4103,4103
CellReports,1684158875955000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4102,4102
CellReports,1684158875955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4102,4102
CellReports,1684158875955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,6,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,44,0,0,33,4102,4102
CellReports,1684158875955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4102,4102
CellReports,1684158875955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4102,4102
CellReports,1684158875955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4102,4102
CellReports,1684158874955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4101,4101
CellReports,1684158874955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4101,4101
CellReports,1684158874955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,6,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,44,0,0,33,4101,4101
CellReports,1684158874955000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4101,4101
CellReports,1684158874955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4101,4101
CellReports,1684158874955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4101,4101
CellReports,1684158873955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4100,4100
CellReports,1684158873955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4100,4100
CellReports,1684158873955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,6,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,44,0,0,33,4100,4100
CellReports,1684158873955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4100,4100
CellReports,1684158873955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4100,4100
CellReports,1684158873955000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4100,4100
CellReports,1684158872955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4099,4099
CellReports,1684158872955000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4099,4099
CellReports,1684158872955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,6,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,44,0,0,33,4099,4099
CellReports,1684158872955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4099,4099
CellReports,1684158872955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4099,4099
CellReports,1684158872955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4099,4099
CellReports,1684158871955000000,0.07999999821186066,0.07999999821186066,0,0,80,80,2,2,273,273,81,81,223,223,S1/5GANY/C1,0,0,20,1,545431373570049,1,0,100,0,0,33,4098,4098
CellReports,1684158871955000000,0,0,0,0,0,0,7,0,273,273,0,0,0,0,S3/5GANY/C1,327,-231,20,3,545431373570051,3,0,100,0,0,33,4098,4098
CellReports,1684158871955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,6,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,44,0,0,33,4098,4098
CellReports,1684158871955000000,0.029999999329447746,0.029999999329447746,0,0,29,29,2,1,273,273,30,30,84,84,S2/5GANY/C1,0,-500,20,2,545431373570050,2,0,100,0,0,33,4098,4098
CellReports,1684158871955000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4098,4098
CellReports,1684158871955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4098,4098
CellReports,1684158870955000000,0,0,0,0,0,0,2,0,273,273,0,0,0,0,S4/5GANY/C1,596,-500,20,4,545431373570052,4,0,100,0,0,33,4097,4097
CellReports,1684158870955000000,0,0,0,0,0,0,1,0,273,273,0,0,0,0,S6/5GANY/C1,808,-154,20,6,545431373570054,6,0,100,0,0,33,4097,4097
CellReports,1684158870955000000,0.09827999770641327,0.09827999770641327,0,0,98,98,6,6,273,273,100,100,273,273,S5/5GANY/C1,481,0,20,5,545431373570053,5,0,44,0,0,33,4097,4097
