0.0,-101.7199540601303,-76.5787607097497,-18.832184800314458
1.0,-101.71830400221845,-76.57869030371398,-18.833996852160794
2.0,-101.71833186943148,-76.57775183911964,-18.833112135017625
3.0,-101.71891629775858,-76.57968353892919,-18.831917081183427
4.0,-101.71828761436112,-76.57629457378323,-18.83267348446527
5.0,-101.71905194734398,-76.57909579081598,-18.833393485704068
6.0,-101.71728891207266,-76.57487270425013,-18.826769134126543
7.0,-101.71092060253336,-76.58623817766207,-18.76244575876121
8.0,-101.7504812846095,-76.58185757247813,-18.65138587502175
9.0,-101.72459930774349,-76.50508953774003,-18.534666244149587
10.0,-101.71720493997488,-76.49168390086196,-18.42338897346633
11.0,-101.67623618926852,-76.46952151408343,-18.33190787005217
12.0,-101.69282341279136,-76.47433422911854,-18.178393921569665
13.0,-101.72580123501513,-76.47889830295873,-18.063349008295454
14.0,-101.6830984656794,-76.48307512916423,-17.969310405783645
15.0,-101.73231899316612,-76.47103228162386,-17.814000843195693
16.0,-101.70412448215671,-76.50958197195844,-17.712518271207927
17.0,-101.6798717735173,-76.50735219156832,-17.55303704223741
18.0,-101.72666541150956,-76.53267244548543,-17.460128074208168
19.0,-101.65511579983753,-76.54741614235391,-17.311616385757144
20.0,-101.65338612739274,-76.6173467006831,-17.19006211806089
21.0,-101.68757447143214,-76.62622277353411,-17.070625225158828
22.0,-101.65943911705763,-76.58982998970934,-16.976328103349818
23.0,-101.66724531651745,-76.58574806477807,-16.869121099652908
24.0,-101.6751862354925,-76.61612283629209,-16.708102474027328
25.0,-101.66958523652887,-76.64649180311197,-16.629542167642146
26.0,-101.7287300772278,-76.58367150639198,-16.463755401107633
27.0,-101.72078370544213,-76.6131247868861,-16.397642593661132
28.0,-101.67782889879938,-76.55535667938852,-16.213170513106025
29.0,-101.69317461744885,-76.55027730280682,-16.035445456750068
30.0,-101.713120348643,-76.6242588821314,-15.813431846255215
31.0,-101.73326479364198,-76.55537569321623,-15.659791744589974
32.0,-101.69326754441417,-76.54124482480788,-15.469502596019993
33.0,-101.74604019503488,-76.54175120556862,-15.250518611500622
34.0,-101.75380696916355,-76.59599096873121,-14.999939620806936
35.0,-101.71849899536693,-76.50376197279677,-14.819492886244449
36.0,-101.73397789747656,-76.60550766208158,-14.694884157033139
37.0,-101.7565108029241,-76.61209071411119,-14.5031964773686
38.0,-101.6745788784982,-76.59960424814345,-14.340217133106918
39.0,-101.70802541617093,-76.59796394703665,-14.215318691850067
40.0,-101.73937163873208,-76.59679023535952,-14.116965848051523
41.0,-101.72710919804831,-76.58137594523049,-14.053178562217575
42.0,-101.72846701128024,-76.60578647208764,-13.95041560497325
43.0,-101.71632758794328,-76.57762245346622,-13.85571880960915
44.0,-101.74120760469486,-76.57697372635138,-13.778326036741769
45.0,-101.72420397337036,-76.57020015674914,-13.731944965446736
46.0,-101.72573908557573,-76.56688748730285,-13.68152156840534
47.0,-101.73797614853892,-76.5616302092299,-13.66613029886042
48.0,-101.74562418790676,-76.55951084581417,-13.662151174684873
49.0,-101.75006836641346,-76.55942752803129,-13.654962358741958
50.0,-101.74529299633866,-76.56028526000912,-13.653951970471333
51.0,-101.73782310339179,-76.56157894843187,-13.65365464777963
52.0,-101.72783932336174,-76.5620902614765,-13.647734188368196
53.0,-101.72308108169868,-76.56512107933244,-13.65009096542641
54.0,-101.71793917228463,-76.56483476350657,-13.647711935036087
55.0,-101.71575428669767,-76.56990105249797,-13.645580561986542
56.0,-101.71569381725939,-76.57514931740756,-13.639350045502049
57.0,-101.7137299854399,-76.57993980745766,-13.644467156402413
58.0,-101.71136535264812,-76.58457609314222,-13.641565675859377
59.0,-101.71357625030448,-76.59095943798195,-13.631317056051316
60.0,-101.70896380143208,-76.59379031863885,-13.62759771210197
61.0,-101.70949813852194,-76.59253816312643,-13.624159599324399
62.0,-101.70939198270374,-76.5920424037393,-13.613810889844402
63.0,-101.71252940711601,-76.59272402179884,-13.608951736091939
64.0,-101.71176024901872,-76.59062229800145,-13.60488233932159
65.0,-101.71174024687588,-76.59240892137672,-13.597875442152167
66.0,-101.70667276646563,-76.59607272323863,-13.598113933387134
67.0,-101.69762451849732,-76.61108494895694,-13.593992096628106
68.0,-101.68594196129585,-76.62107829973156,-13.601701590466597
69.0,-101.67125722518966,-76.63982013808842,-13.608478711377957
70.0,-101.6612984564233,-76.64941420270407,-13.614048878039563
