0.0,-101.7199540601303,-76.5787607097497,-18.832184800314458
1.0,-101.71799248272532,-76.57808005470153,-18.83406696812315
2.0,-101.71861169869426,-76.5778247302269,-18.832960417153128
3.0,-101.71967939545092,-76.58066993036987,-18.831862902229965
4.0,-101.71713564198825,-76.57552140947391,-18.83212157681501
5.0,-101.71993520091168,-76.57799396194119,-18.83252382957916
6.0,-101.71947345158712,-76.57312701225186,-18.82848372651424
7.0,-101.73150642995824,-76.57752883243812,-18.74912492870244
8.0,-101.70957680607444,-76.54367023975188,-18.663614465835362
9.0,-101.73777194128785,-76.50337061477533,-18.51988604951586
10.0,-101.69564954455504,-76.50223293516157,-18.42926685564407
11.0,-101.67525732021268,-76.4769038041015,-18.281721404382896
12.0,-101.72101725128132,-76.47901473559702,-18.22309131677227
13.0,-101.6863049654505,-76.48352593224101,-18.06855551550395
14.0,-101.72028600302535,-76.48960433679136,-17.945379166173232
15.0,-101.73767920316222,-76.4798444174109,-17.811421615060723
16.0,-101.69963047041367,-76.44557416736959,-17.717668828886833
17.0,-101.74385317112632,-76.50386800192575,-17.554901861299733
18.0,-101.70442749964555,-76.53339309656205,-17.465142444368688
19.0,-101.65181730064577,-76.57142206428965,-17.35233152276249
20.0,-101.6563047839314,-76.62125461898523,-17.22369688490614
21.0,-101.64689056279883,-76.59429722497417,-17.07300906806521
22.0,-101.65416769249806,-76.59043306557516,-16.997468405675434
23.0,-101.65571223763172,-76.60026195873228,-16.821430837182927
24.0,-101.684467888265,-76.61576317012691,-16.72507471927949
25.0,-101.66951733008072,-76.59827935931466,-16.631580777971394
26.0,-101.70307953333452,-76.58693068020457,-16.492318774881134
27.0,-101.7220351164495,-76.58169110669024,-16.40501896623147
28.0,-101.71974575744228,-76.5601331952571,-16.168396398479373
29.0,-101.77369388264643,-76.55777600781286,-16.080634102344735
30.0,-101.77746876572418,-76.55187798480057,-15.836395558669524
31.0,-101.7754237450254,-76.58399486638977,-15.660756755274068
32.0,-101.73231027935655,-76.56037811027359,-15.451122719402601
33.0,-101.73064765475714,-76.60418078972104,-15.258633682636079
34.0,-101.69897044047678,-76.59747876619006,-15.070046810539274
35.0,-101.71732086271942,-76.50613983184788,-14.85522948609295
36.0,-101.7340323043574,-76.54960636658325,-14.681339315319105
37.0,-101.73154466345983,-76.54573838657765,-14.527734729598222
38.0,-101.68329533824793,-76.58689127471835,-14.346551969686978
39.0,-101.6992643575716,-76.56495236502178,-14.251140418298014
40.0,-101.72262814165407,-76.57602328986728,-14.112010168463245
41.0,-101.7132186932334,-76.57165640041362,-14.054560079552775
42.0,-101.71226557584474,-76.57950870192691,-13.93967252295356
43.0,-101.72230697638592,-76.56746644978195,-13.84925947118549
44.0,-101.73893787832407,-76.5632229015749,-13.795173817856032
45.0,-101.73333250765774,-76.55952835396344,-13.719971320575285
46.0,-101.73658749668179,-76.56420349987538,-13.679685848896712
47.0,-101.74357142859994,-76.56439353209821,-13.664147427970784
48.0,-101.74615342333288,-76.55918590838832,-13.659340810454855
49.0,-101.75032444478347,-76.5608325646721,-13.6547894229677
50.0,-101.74324542091472,-76.56042592138557,-13.654419197152784
51.0,-101.73739950457012,-76.56031140282727,-13.655047240298046
52.0,-101.72935820321644,-76.56108740258053,-13.64945459022898
53.0,-101.72428095290441,-76.5647949604724,-13.64930799611661
54.0,-101.71849890897525,-76.56398466845026,-13.648321271182736
55.0,-101.71614984174312,-76.56940524979008,-13.646278723933548
56.0,-101.71430087950544,-76.57720090717774,-13.638427084503457
57.0,-101.71491238889149,-76.5800833914755,-13.644230878404834
58.0,-101.71303240842026,-76.58673748701135,-13.640124409114787
59.0,-101.71204961888434,-76.5901646472532,-13.633787905645397
60.0,-101.71006433941355,-76.59378200141145,-13.627540278612699
61.0,-101.7093699549915,-76.59330440638927,-13.623661015945734
62.0,-101.71103460625088,-76.59103662543964,-13.615189702353849
63.0,-101.71035434666679,-76.59088201481492,-13.607962194767888
64.0,-101.7111139136777,-76.59052922201884,-13.604861467893437
65.0,-101.71332137413802,-76.59153380474255,-13.597930549625206
66.0,-101.70657167710584,-76.59724323093006,-13.597213365069805
67.0,-101.69466857405627,-76.60961774599433,-13.59333098675748
68.0,-101.69086019401605,-76.62270417929622,-13.596306841000057
69.0,-101.6696472493678,-76.63403722366681,-13.606484523617826
70.0,-101.65958509889117,-76.65047938526847,-13.611418420386226
71.0,-101.65858566832195,-76.6529688841277,-13.614990039775666
72.0,-101.6622056677253,-76.65062902886129,-13.630627954848023
73.0,-101.67008031692536,-76.64066227062759,-13.636584139608436
74.0,-101.68185658211452,-76.62097347368952,-13.639302540245437
75.0,-101.68421429265949,-76.61461432300214,-13.644883979708412
76.0,-101.68535641995328,-76.60486993559927,-13.64688223109419
77.0,-101.68499714728652,-76.60303462039163,-13.648099265314123
78.0,-101.68451877549475,-76.5999298078481,-13.654402802149967
79.0,-101.68067301196197,-76.60190988475529,-13.654726237966266
80.0,-101.67385697375471,-76.60696517995801,-13.653899966918926
81.0,-101.66485013741742,-76.61135803514613,-13.653626632716179
82.0,-101.65346316541745,-76.62166561798101,-13.653509972854172
83.0,-101.65349062240806,-76.62895467465162,-13.652965054684355
84.0,-101.65197305023443,-76.63151032055963,-13.65090916561736
85.0,-101.65580210392719,-76.63840437242905,-13.645716696491226
86.0,-101.66098606823763,-76.640463665007,-13.643434419636849
87.0,-101.66705675300406,-76.6381167956468,-13.639263535114704
88.0,-101.67262131228206,-76.62931828490106,-13.63590628295633
89.0,-101.68254548220314,-76.61218852807566,-13.627982410081387
90.0,-101.68752459321843,-76.59986495649554,-13.628657087762258
91.0,-101.69284330804084,-76.59299183985603,-13.630450736194973
92.0,-101.70211834163698,-76.58078628065648,-13.62388223229508
93.0,-101.71128144094895,-76.57516675626972,-13.623953404957437
94.0,-101.72010870258394,-76.57359309820937,-13.613326666840742
95.0,-101.71873668316051,-76.56850908451017,-13.61012995836588
96.0,-101.72174055872944,-76.57314225445724,-13.604980114282013
97.0,-101.71613816484506,-76.57956870235759,-13.592554898969878
98.0,-101.71305722656457,-76.58126141498202,-13.583069385971392
99.0,-101.71624657870079,-76.58998283342616,-13.569635250419926
100.0,-101.71703183654662,-76.59204573733923,-13.56662864480698
101.0,-101.72542048525035,-76.5943078813657,-13.565082356251345
102.0,-101.72858424740544,-76.59394230684786,-13.566258024314122
103.0,-101.73902936369433,-76.59480273810715,-13.557329799277895
